1080,-10.67
1080.02,-10.55
1080.04,-10
1080.06,-9.57
1080.08,-9.39
1080.1,-9.12
1080.12,-9.97
1080.14,-8.82
1080.16,-8.7
1080.18,-8.63
1080.2,-8.2
1080.22,-8
1080.24,-7.13
1080.26,-7.67
1080.28,-6.94
1080.3,-7.14
1080.32,-6.78
1080.34,-6.36
1080.36,-6.29
1080.38,-5.44
1080.4,-4.45
1080.42,-4.5
1080.44,-3.71
1080.46,-4.2
1080.48,-3.1
1080.5,-3.14
1080.52,-1.81
1080.54,-1.09
1080.56,-0.44
1080.58,0.82
1080.6,1.93
1080.62,2.72
1080.64,4.32
1080.66,4.95
1080.68,5.1
1080.7,12.66
1080.72,5.51
1080.74,4.85
1080.76,-0.99
1080.78,-7
1080.8,-1.96
1080.82,3.17
1080.84,6.28
1080.86,12.87
1080.88,-33.29
1080.9,-28.41
1080.92,-30.85
1080.94,-27.13
1080.96,-11.11
1080.98,-22.22
1081,-26.07
1081.02,-26.32
1081.04,-23.1
1081.06,-23.95
1081.08,-25.86
1081.1,16.7
1081.12,17.49
1081.14,18.56
1081.16,18.87
1081.18,19.74
1081.2,17.57
1081.22,21.74
1081.24,15.01
1081.26,16.84
1081.28,17.36
1081.3,17.59
1081.32,17.99
1081.34,17.92
1081.36,17.05
1081.38,16.3
1081.4,15.95
1081.42,15.55
1081.44,15.08
1081.46,14.23
1081.48,13.42
1081.5,12.18
1081.52,11.07
1081.54,10.36
1081.56,8.92
1081.58,7.51
1081.6,5.63
1081.62,4.62
1081.64,3.57
1081.66,2.44
1081.68,0.49
1081.7,-1.18
1081.72,-3.08
1081.74,-4.33
1081.76,-5.96
1081.78,-7.5
1081.8,-8.63
1081.82,-9.35
1081.84,-10.54
1081.86,-11.56
1081.88,-12.99
1081.9,-14.66
1081.92,-15.5
1081.94,-16.14
1081.96,-16.86
1081.98,-17.79
1082,-18.86
1082.02,-19.87
1082.04,-19.81
1082.06,-21.03
1082.08,-22.75
1082.1,-19.19
1082.12,-18.4
1082.14,-22.63
1082.16,-23.28
1082.18,-19.79
1082.2,-22.58
1082.22,2.41
1082.24,-6.32
1082.26,-24.87
1082.28,-22.03
1082.3,-22.94
1082.32,-20.66
1082.34,-20.86
1082.36,-18.34
1082.38,-18.8
1082.4,-13.86
1082.42,-16.54
1082.44,-14.58
1082.46,-18.22
1082.48,-17.02
1082.5,-12.12
1082.52,-12.73
1082.54,-13.8
1082.56,-11.11
1082.58,-11.33
1082.6,-10.52
1082.62,-10.31
1082.64,-9.01
1082.66,-8.04
1082.68,-6.88
1082.7,-6.19
1082.72,-4.63
1082.74,-4.27
1082.76,-3.74
1082.78,-2.37
1082.8,-0.53
1082.82,0.39
1082.84,1.9
1082.86,2.88
1082.88,4.75
1082.9,5.5
1082.92,6.4
1082.94,6.61
1082.96,7.71
1082.98,8.26
1083,8.75
1083.02,9.19
1083.04,10.69
1083.06,12.1
1083.08,13.96
1083.1,14.76
1083.12,15.8
1083.14,15.73
1083.16,16.88
1083.18,13.25
1083.2,14.54
1083.22,18.14
1083.24,18.96
1083.26,17.5
1083.28,19.07
1083.3,19.66
1083.32,23.24
1083.34,16.24
1083.36,15.33
1083.38,16.1
1083.4,17.72
1083.42,17.6
1083.44,17.27
1083.46,17.31
1083.48,17.59
1083.5,16.76
1083.52,15.49
1083.54,13.79
1083.56,13.53
1083.58,12.83
1083.6,12.27
1083.62,12.31
1083.64,11.6
1083.66,10.71
1083.68,8.85
1083.7,8.74
1083.72,8.2
1083.74,6.71
1083.76,5.63
1083.78,4.51
1083.8,3.19
1083.82,2.3
1083.84,0.42
1083.86,-1.21
1083.88,-2.22
1083.9,-3.68
1083.92,-4.72
1083.94,-5.99
1083.96,-6.75
1083.98,-7.94
1084,-8.89
1084.02,-9.98
1084.04,-11.03
1084.06,-12.22
1084.08,-13.36
1084.1,-14.72
1084.12,-15.91
1084.14,-16.19
1084.16,-17.09
1084.18,-17.94
1084.2,-20.05
1084.22,-21.73
1084.24,-20.79
1084.26,-20.27
1084.28,-21.96
1084.3,-21.97
1084.32,-21.67
1084.34,17.39
1084.36,13.08
1084.38,-29.86
1084.4,-30.55
1084.42,-29.83
1084.44,-30.24
1084.46,-30.57
1084.48,-28.98
1084.5,-29.61
1084.52,-31.48
1084.54,-30.57
1084.56,-31.44
1084.58,-30.46
1084.6,-30.25
1084.62,-29.03
1084.64,-29.07
1084.66,-29.06
1084.68,-28.04
1084.7,-28.35
1084.72,-27.84
1084.74,-26.97
1084.76,-26.43
1084.78,-24.86
1084.8,-24.84
1084.82,-23.4
1084.84,-22.12
1084.86,-20.99
1084.88,-20.39
1084.9,-18.52
1084.92,-17.31
1084.94,-16.03
1084.96,-15.42
1084.98,-13.79
1085,-12.81
1085.02,-11.98
1085.04,-7.23
1085.06,-5.41
1085.08,-5.4
1085.1,-4.13
1085.12,-3.47
1085.14,-2.12
1085.16,-0.85
1085.18,0.39
1085.2,2.88
1085.22,5.05
1085.24,7.81
1085.26,9.45
1085.28,10.38
1085.3,-31.31
1085.32,-30.31
1085.34,-29.05
1085.36,-28.03
1085.38,-25.3
1085.4,16.33
1085.42,16.96
1085.44,17.79
1085.46,18.97
1085.48,19.86
1085.5,18.66
1085.52,19.9
1085.54,19.91
1085.56,20.02
1085.58,19.68
1085.6,20.55
1085.62,20.22
1085.64,19.55
1085.66,20.28
1085.68,21.2
1085.7,19.42
1085.72,18.55
1085.74,18.35
1085.76,17.5
1085.78,16.69
1085.8,15.13
1085.82,14.64
1085.84,14.07
1085.86,13.61
1085.88,11.09
1085.9,9.51
1085.92,7.15
1085.94,6.54
1085.96,5.67
1085.98,5.72
1086,5.38
1086.02,6.17
1086.04,2.73
1086.06,0.98
1086.08,0.94
1086.1,-1.4
1086.12,-3.45
1086.14,-4.42
1086.16,-4.72
1086.18,-5.82
1086.2,-6.41
1086.22,-7.27
1086.24,-7.53
1086.26,-8.96
1086.28,-9.53
1086.3,-10.57
1086.32,-12.34
1086.34,-13.35
1086.36,-13.76
1086.38,-14.31
1086.4,-15.11
1086.42,-14.97
1086.44,-15.86
1086.46,-17.61
1086.48,-16.63
1086.5,-15.87
1086.52,-16.37
1086.54,-17.59
1086.56,-17.5
1086.58,-17.43
1086.6,-17.88
1086.62,-19.79
1086.64,-19.61
1086.66,-20.48
1086.68,-20.94
1086.7,-20.55
1086.72,-22.61
1086.74,-20.84
1086.76,-21.19
1086.78,-20.29
1086.8,-18.53
1086.82,-20.07
1086.84,-19.24
1086.86,-16.64
1086.88,-17.69
1086.9,-17.31
1086.92,-18.99
1086.94,-18.02
1086.96,-18.04
1086.98,-18.55
1087,-17.52
1087.02,-18.87
1087.04,-18.59
1087.06,-17.19
1087.08,-16.35
1087.1,-15.87
1087.12,-15.49
1087.14,-14.16
1087.16,-13.83
1087.18,-14.59
1087.2,-14.66
1087.22,-14.41
1087.24,-13.61
1087.26,-14.03
1087.28,-13.79
1087.3,-13.06
1087.32,-11.82
1087.34,-9.65
1087.36,-9.33
1087.38,-8.5
1087.4,-9.48
1087.42,-9.93
1087.44,-7.5
1087.46,-6.95
1087.48,16.16
1087.5,16.44
1087.52,39.53
1087.54,-20.37
1087.56,20.4
1087.58,19.69
1087.6,-2.01
1087.62,-3.07
1087.64,-1.27
1087.66,-0.72
1087.68,1.98
1087.7,7.39
1087.72,3.22
1087.74,4.24
1087.76,4.38
1087.78,5.8
1087.8,5.64
1087.82,6.68
1087.84,7.7
1087.86,9.12
1087.88,11.26
1087.9,11.07
1087.92,11.57
1087.94,12.76
